Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Divine Mascara,Fenty Beauty,Mascara,Daily,92.75,2.6,7850,150,Normal,Unisex,Tube,Glycerin,TRUE,Germany
Super Mascara,IT Cosmetics,Setting Spray,Occasional,49.94,3.8,1338,250,Oily,Female,Stick,Glycerin,TRUE,UK
Super Eyeliner,Glossier,Foundation,Monthly,106.93,4,9508,250,Sensitive,Female,Jar,Shea Butter,FALSE,Germany
Ultra Lipstick,Make Up For Ever,Highlighter,Occasional,132.14,1,2480,30,Sensitive,Male,Compact,Hyaluronic Acid,FALSE,Italy
Super Highlighter,Anastasia Beverly Hills,Foundation,Occasional,24.83,4.7,7229,100,Normal,Female,Jar,Salicylic Acid,TRUE,France
Super BB Cream,Fenty Beauty,Lip Gloss,Occasional,44.54,3.6,8174,150,Sensitive,Male,Tube,Hyaluronic Acid,TRUE,Italy
Perfect Eye Shadow,Shiseido,CC Cream,Weekly,79.34,3.8,6190,200,Combination,Male,Bottle,Aloe Vera,TRUE,USA
Divine Powder,IT Cosmetics,Eye Shadow,Occasional,148.27,1.7,7718,150,Combination,Female,Stick,Salicylic Acid,FALSE,UK
Perfect Concealer,Glossier,Moisturizer,Daily,122.93,3.9,3122,250,Normal,Female,Compact,Retinol,FALSE,Japan
Magic Cleanser,NARS,Serum,Daily,130.02,3.2,6590,250,Oily,Unisex,Stick,Shea Butter,FALSE,Germany
Perfect Eyeliner,Milk Makeup,Powder,Monthly,67.38,1.4,1276,30,Sensitive,Female,Spray,Retinol,FALSE,Germany
Magic Bronzer,Bourjois,Lip Gloss,Occasional,65.79,2.3,2582,150,Sensitive,Female,Bottle,Retinol,TRUE,South Korea
Magic Bronzer,NARS,BB Cream,Monthly,62.17,4.9,6145,150,Combination,Female,Compact,Shea Butter,FALSE,France
Super Serum,Rare Beauty,Blush,Weekly,68.61,4.7,4195,50,Combination,Female,Spray,Hyaluronic Acid,FALSE,South Korea
Perfect BB Cream,Perricone MD,Primer,Occasional,112.87,3,7360,200,Oily,Female,Stick,Aloe Vera,TRUE,South Korea
Divine Makeup Remover,Shiseido,Exfoliator,Monthly,124.43,1.6,3149,250,Dry,Female,Jar,Retinol,FALSE,USA
Super Mascara,Danessa Myricks,Cleanser,Weekly,134.79,3.3,263,100,Sensitive,Unisex,Compact,Hyaluronic Acid,TRUE,Japan
Ultra Highlighter,KVD Beauty,Blush,Weekly,50.08,3.3,8326,150,Normal,Male,Jar,Salicylic Acid,FALSE,France
Ultra CC Cream,Drunk Elephant,Face Mask,Weekly,66.42,4.1,4627,150,Combination,Unisex,Tube,Shea Butter,FALSE,UK
Perfect Eyeliner,Shiseido,Moisturizer,Occasional,39.83,4.9,7724,50,Dry,Unisex,Jar,Aloe Vera,TRUE,USA
Divine BB Cream,Becca,Powder,Occasional,141.95,3.7,4892,150,Combination,Female,Compact,Shea Butter,FALSE,Australia
Ultra Makeup Remover,Laura Mercier,Serum,Daily,21.49,1,3075,50,Sensitive,Female,Stick,Retinol,FALSE,South Korea
Perfect Eye Shadow,Hourglass,Setting Spray,Daily,44.23,1.2,2128,50,Oily,Unisex,Stick,Glycerin,FALSE,Japan
Super Foundation,Rare Beauty,Bronzer,Monthly,101.91,3.3,7815,250,Sensitive,Unisex,Tube,Aloe Vera,FALSE,Italy
Magic Bronzer,Bite Beauty,Contour,Weekly,55.79,1.4,3780,100,Sensitive,Male,Jar,Hyaluronic Acid,TRUE,France
Magic Face Mask,Clinique,CC Cream,Occasional,12.32,1.8,9196,30,Dry,Female,Spray,Shea Butter,TRUE,UK
Divine Primer,Kiehls,Foundation,Daily,97.13,4.6,3680,100,Sensitive,Male,Compact,Glycerin,FALSE,France
Perfect Lip Liner,Tarte,CC Cream,Monthly,137.45,4,1280,250,Dry,Male,Stick,Vitamin C,TRUE,France
Magic Moisturizer,Too Faced,Exfoliator,Daily,130.98,2,8908,50,Dry,Female,Compact,Aloe Vera,FALSE,Italy
Super Primer,Urban Decay,Lip Gloss,Weekly,81.77,2.6,3386,30,Oily,Unisex,Compact,Shea Butter,TRUE,Italy
Magic Mascara,Tarte,Mascara,Monthly,126.13,1.6,333,30,Normal,Male,Compact,Retinol,TRUE,USA
Super Mascara,Danessa Myricks,Exfoliator,Occasional,98.94,1.5,9999,30,Normal,Female,Tube,Salicylic Acid,FALSE,Germany
Magic Makeup Remover,Glossier,Exfoliator,Occasional,64.89,2.8,3963,100,Oily,Female,Tube,Salicylic Acid,FALSE,USA
Ultra Cleanser,KVD Beauty,Powder,Daily,11.74,2.9,2862,250,Normal,Female,Bottle,Shea Butter,FALSE,South Korea
Perfect Powder,IT Cosmetics,Face Oil,Occasional,72.7,3.1,4300,100,Dry,Male,Jar,Hyaluronic Acid,TRUE,France
Magic Lip Liner,Charlotte Tilbury,Bronzer,Occasional,132.92,4.5,1930,250,Combination,Unisex,Jar,Vitamin C,TRUE,France
Perfect Blush,RMS Beauty,BB Cream,Monthly,88.3,3.7,374,250,Combination,Unisex,Compact,Aloe Vera,FALSE,Japan
Super Foundation,Urban Decay,Bronzer,Monthly,132.08,3.2,3035,100,Dry,Unisex,Compact,Shea Butter,TRUE,Australia
Super Highlighter,Charlotte Tilbury,Cleanser,Daily,44.81,1.4,301,50,Sensitive,Female,Compact,Shea Butter,TRUE,USA
Perfect Highlighter,IT Cosmetics,Makeup Remover,Monthly,130.08,1.5,2745,250,Normal,Female,Jar,Glycerin,TRUE,France
Magic Highlighter,NARS,Foundation,Monthly,148.01,1.3,601,100,Oily,Male,Stick,Shea Butter,TRUE,France
Super Moisturizer,Juvias Place,Bronzer,Weekly,149.65,1.1,2033,150,Sensitive,Unisex,Jar,Hyaluronic Acid,TRUE,Germany
Super Makeup Remover,Drunk Elephant,Lipstick,Daily,35.57,2.7,110,30,Sensitive,Unisex,Stick,Glycerin,TRUE,UK
Divine Concealer,Bobby Brown,Face Mask,Daily,144.14,2.6,6168,30,Normal,Male,Jar,Aloe Vera,FALSE,France
Divine Mascara,RMS Beauty,Lip Gloss,Weekly,102.24,1.5,3944,150,Oily,Male,Stick,Hyaluronic Acid,TRUE,Japan
Magic Lip Liner,IT Cosmetics,Foundation,Daily,92.3,2.8,2178,150,Combination,Male,Bottle,Aloe Vera,FALSE,Australia
Super Contour,Perricone MD,Highlighter,Monthly,112.21,1.2,4832,30,Normal,Unisex,Jar,Retinol,FALSE,South Korea
Divine Face Oil,Becca,Highlighter,Weekly,88.06,3.3,3612,200,Combination,Male,Compact,Salicylic Acid,TRUE,Japan
Divine Setting Spray,RMS Beauty,Contour,Daily,138.94,3.4,9861,250,Combination,Unisex,Spray,Vitamin C,TRUE,USA
Perfect Face Mask,Anastasia Beverly Hills,Moisturizer,Weekly,143.67,2,3379,30,Dry,Female,Jar,Hyaluronic Acid,TRUE,Italy
Ultra Serum,Urban Decay,Bronzer,Occasional,130.44,1.3,7525,200,Dry,Male,Bottle,Retinol,FALSE,UK
Ultra Face Oil,Elf,Foundation,Weekly,83.11,3.7,934,200,Dry,Unisex,Tube,Retinol,TRUE,Germany
Super Exfoliator,KVD Beauty,Serum,Occasional,117.15,1.2,5514,50,Dry,Female,Tube,Hyaluronic Acid,TRUE,South Korea
Divine Setting Spray,Clinique,Powder,Occasional,48.04,3.6,1718,100,Normal,Male,Compact,Vitamin C,FALSE,Italy
Perfect Powder,Natasha Denona,Foundation,Occasional,10.69,1.7,636,100,Oily,Unisex,Bottle,Shea Butter,FALSE,Australia
Super Face Oil,Glossier,Mascara,Occasional,142.65,2.8,4471,30,Dry,Female,Bottle,Retinol,TRUE,Japan
Ultra Concealer,Tatcha,Face Oil,Weekly,131.6,1.4,4971,200,Combination,Male,Compact,Shea Butter,TRUE,South Korea
Divine Cleanser,Ilia Beauty,Highlighter,Monthly,13.89,1.5,9518,200,Dry,Female,Bottle,Vitamin C,TRUE,South Korea
Super Blush,Clinique,Concealer,Daily,15.82,2.8,1847,150,Sensitive,Female,Jar,Glycerin,FALSE,UK
Ultra CC Cream,Anastasia Beverly Hills,Primer,Weekly,142.73,1.1,9999,150,Normal,Female,Spray,Retinol,FALSE,Australia
Magic Exfoliator,Bourjois,Lip Liner,Monthly,54.67,2.3,4500,250,Dry,Female,Tube,Shea Butter,FALSE,Germany
Divine Primer,Rare Beauty,Moisturizer,Daily,73.07,3.7,5873,150,Sensitive,Female,Stick,Shea Butter,FALSE,Japan
Perfect BB Cream,Natasha Denona,Bronzer,Weekly,88.75,3.9,5440,200,Normal,Female,Stick,Vitamin C,TRUE,USA
Magic Serum,ColourPop,Face Oil,Occasional,146.36,2.9,9076,250,Sensitive,Female,Tube,Glycerin,TRUE,France
Magic Cleanser,Morphe,Lipstick,Occasional,93.22,1,832,200,Dry,Unisex,Compact,Retinol,TRUE,Italy
Super Highlighter,Shiseido,Bronzer,Monthly,147.68,1.4,9498,50,Sensitive,Male,Spray,Shea Butter,FALSE,Italy
Perfect Bronzer,Kiehls,Setting Spray,Daily,115.02,4.8,1625,150,Dry,Female,Spray,Retinol,FALSE,Australia
Divine Bronzer,Bourjois,Makeup Remover,Daily,129.69,1.7,9266,250,Sensitive,Female,Jar,Retinol,FALSE,South Korea
Super Mascara,Urban Decay,Primer,Daily,138.79,3.8,6701,100,Sensitive,Female,Jar,Hyaluronic Acid,FALSE,Italy
Magic Blush,Charlotte Tilbury,Face Oil,Occasional,65.42,1.3,907,250,Normal,Female,Tube,Vitamin C,FALSE,France
Magic Face Oil,Clinique,Cleanser,Weekly,40.22,4,5750,150,Normal,Unisex,Bottle,Retinol,TRUE,USA
Magic Exfoliator,Huda Beauty,Blush,Daily,145.24,2.2,8078,100,Oily,Male,Bottle,Aloe Vera,TRUE,South Korea
Ultra Lip Gloss,Kylie Cosmetics,Lip Gloss,Occasional,115.2,3,8363,150,Normal,Male,Tube,Hyaluronic Acid,FALSE,UK
Ultra Serum,Bobby Brown,Eyeliner,Monthly,58.2,4.7,8664,150,Combination,Male,Stick,Salicylic Acid,TRUE,Australia
Divine Lip Gloss,Urban Decay,Lip Liner,Monthly,137.08,4.2,7549,50,Oily,Female,Spray,Salicylic Acid,FALSE,Japan
Super Lipstick,Sisley,Serum,Weekly,75.92,2.1,6547,100,Oily,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
Divine Lip Liner,ColourPop,Lip Liner,Weekly,19.58,2.1,4834,250,Dry,Female,Tube,Glycerin,FALSE,France
Divine Bronzer,Danessa Myricks,Powder,Monthly,13.43,1.1,4092,150,Oily,Unisex,Spray,Glycerin,FALSE,Italy
Perfect Makeup Remover,Clinique,Cleanser,Daily,49.16,2.7,8746,200,Combination,Unisex,Bottle,Hyaluronic Acid,FALSE,Germany
Super Blush,Yves Saint Laurent,Cleanser,Weekly,54.88,4.1,9037,250,Oily,Unisex,Jar,Aloe Vera,FALSE,France
Perfect Powder,NARS,Face Oil,Occasional,88.43,1.7,6429,150,Dry,Male,Bottle,Glycerin,TRUE,UK
Magic CC Cream,Hourglass,Mascara,Daily,64.51,4,6825,50,Sensitive,Female,Stick,Aloe Vera,FALSE,Japan
Super Exfoliator,Clinique,Face Oil,Daily,99.06,4.3,1313,50,Combination,Unisex,Spray,Retinol,FALSE,Australia
Divine Bronzer,Natasha Denona,Powder,Monthly,48.36,4.6,6268,30,Combination,Unisex,Tube,Glycerin,FALSE,South Korea
Magic Moisturizer,Urban Decay,Blush,Monthly,87.21,1.8,5355,150,Sensitive,Male,Bottle,Salicylic Acid,TRUE,Australia
Divine Contour,ColourPop,Lip Liner,Occasional,56.76,4.9,8856,150,Combination,Female,Compact,Glycerin,TRUE,Italy
Super CC Cream,Pat McGrath Labs,Mascara,Daily,96.72,3.4,3459,250,Sensitive,Male,Spray,Aloe Vera,TRUE,Germany
Ultra Eye Shadow,IT Cosmetics,Concealer,Daily,25.85,1.9,487,150,Oily,Female,Spray,Salicylic Acid,TRUE,South Korea
Super Blush,IT Cosmetics,Concealer,Monthly,140.57,2.3,2803,150,Dry,Female,Stick,Aloe Vera,TRUE,Australia
Perfect Eye Shadow,Bourjois,Blush,Monthly,34.66,3,7820,50,Dry,Unisex,Tube,Glycerin,FALSE,Australia
Ultra CC Cream,Clinique,Powder,Monthly,52.48,4.1,3073,30,Oily,Female,Compact,Salicylic Acid,FALSE,USA
Ultra Eyeliner,Make Up For Ever,Setting Spray,Weekly,76.17,2.7,7095,150,Dry,Female,Jar,Hyaluronic Acid,FALSE,UK
Magic Powder,Tarte,Blush,Monthly,59.45,2.8,7795,200,Combination,Female,Tube,Salicylic Acid,TRUE,USA
Super Concealer,Bite Beauty,Exfoliator,Occasional,87.59,4,6995,30,Oily,Male,Spray,Hyaluronic Acid,FALSE,Germany
Divine Exfoliator,Yves Saint Laurent,Face Mask,Occasional,26.95,2.5,3332,100,Normal,Male,Jar,Glycerin,FALSE,South Korea
Super Serum,Juvias Place,Highlighter,Monthly,51.11,2.6,7183,50,Normal,Unisex,Compact,Glycerin,TRUE,USA
Magic Serum,Charlotte Tilbury,BB Cream,Daily,28.07,2.2,3852,250,Dry,Female,Spray,Salicylic Acid,TRUE,Australia
Magic BB Cream,Hourglass,Exfoliator,Weekly,65.26,3.1,3405,30,Combination,Unisex,Compact,Glycerin,FALSE,Japan
Ultra Contour,Becca,Contour,Daily,112.7,3.9,1088,250,Normal,Unisex,Spray,Shea Butter,TRUE,Japan
Perfect Exfoliator,Becca,Serum,Monthly,62.43,3.6,7757,30,Combination,Male,Spray,Vitamin C,FALSE,Italy
Super Exfoliator,Bite Beauty,Setting Spray,Weekly,71.35,4.1,3883,150,Oily,Male,Bottle,Salicylic Acid,FALSE,Australia
Perfect Eye Shadow,Bobby Brown,Lip Gloss,Weekly,72.41,4.3,4418,30,Dry,Female,Bottle,Hyaluronic Acid,TRUE,Australia
Perfect Exfoliator,Hourglass,BB Cream,Weekly,56.14,1.9,6405,200,Oily,Male,Stick,Glycerin,FALSE,Japan
Perfect Setting Spray,Bite Beauty,Primer,Daily,85.98,3.1,6974,30,Normal,Male,Tube,Glycerin,FALSE,Italy
Ultra Serum,IT Cosmetics,Powder,Monthly,106.38,4,2464,50,Sensitive,Male,Stick,Glycerin,TRUE,South Korea
Ultra Setting Spray,Anastasia Beverly Hills,CC Cream,Daily,29.99,4.9,5649,150,Normal,Male,Compact,Shea Butter,TRUE,Japan
Super Face Oil,Tarte,BB Cream,Occasional,106.51,4.1,7543,150,Normal,Unisex,Bottle,Glycerin,TRUE,South Korea
Ultra Concealer,Fenty Beauty,Face Oil,Monthly,38.87,3.6,230,50,Oily,Male,Tube,Aloe Vera,FALSE,Australia
Super CC Cream,KVD Beauty,Face Oil,Weekly,44.06,1.3,9980,100,Dry,Female,Jar,Retinol,FALSE,France
Super Highlighter,Natasha Denona,Setting Spray,Occasional,118.33,4.7,2825,100,Oily,Unisex,Jar,Glycerin,FALSE,France
Divine Exfoliator,Juvias Place,CC Cream,Occasional,113.21,2.8,2646,250,Sensitive,Unisex,Bottle,Shea Butter,FALSE,Australia
Perfect Highlighter,Laura Mercier,Setting Spray,Weekly,75.28,4.1,3593,30,Sensitive,Male,Stick,Vitamin C,FALSE,Australia
Ultra Powder,Kiehls,Mascara,Weekly,21.26,4.7,9313,200,Oily,Male,Spray,Glycerin,FALSE,UK
Perfect Lip Gloss,Perricone MD,Powder,Monthly,51.77,3.2,7244,150,Normal,Female,Jar,Vitamin C,TRUE,France
Ultra Mascara,Milk Makeup,Face Oil,Occasional,71.23,4.2,5435,250,Dry,Unisex,Bottle,Retinol,TRUE,USA
Super Lip Gloss,Urban Decay,Lipstick,Daily,57.82,4,1613,100,Dry,Unisex,Tube,Hyaluronic Acid,TRUE,Germany
Ultra Lip Liner,Fenty Beauty,Bronzer,Monthly,128.37,3.6,4971,150,Sensitive,Unisex,Spray,Retinol,TRUE,Japan
Perfect Concealer,Clinique,Makeup Remover,Occasional,54.75,3.9,4616,30,Sensitive,Male,Stick,Vitamin C,FALSE,USA
Magic Lip Liner,Yves Saint Laurent,Makeup Remover,Daily,95.58,4.4,7652,30,Dry,Female,Tube,Vitamin C,FALSE,USA
Divine BB Cream,Juvias Place,Moisturizer,Monthly,68.13,4.5,2913,250,Sensitive,Male,Jar,Aloe Vera,TRUE,Australia
Magic Cleanser,Clinique,Setting Spray,Monthly,146.43,1.7,2931,250,Oily,Female,Compact,Salicylic Acid,TRUE,Japan
Ultra Highlighter,Bourjois,Concealer,Daily,97.53,1.6,3605,50,Oily,Male,Tube,Retinol,TRUE,Germany
Magic Foundation,Clinique,Contour,Monthly,64.78,1.1,7800,50,Normal,Male,Tube,Retinol,TRUE,Germany
Divine Blush,Shiseido,Eye Shadow,Occasional,143.53,1.4,2611,50,Dry,Female,Jar,Shea Butter,TRUE,Germany
Divine Blush,Kylie Cosmetics,Highlighter,Monthly,97.94,2.5,8493,30,Normal,Male,Compact,Salicylic Acid,TRUE,Germany
Ultra Lipstick,Clinique,Setting Spray,Monthly,132.28,2.7,7360,30,Dry,Unisex,Bottle,Retinol,FALSE,UK
Ultra Foundation,IT Cosmetics,Highlighter,Weekly,75.84,1.4,7565,100,Normal,Unisex,Tube,Vitamin C,FALSE,South Korea
Magic Foundation,Shiseido,Moisturizer,Monthly,24.88,3.6,5849,50,Combination,Male,Spray,Aloe Vera,TRUE,Italy
Ultra Bronzer,Juvias Place,Concealer,Daily,15.03,2.1,8649,50,Dry,Unisex,Stick,Shea Butter,TRUE,France
Perfect BB Cream,Drunk Elephant,Blush,Weekly,45.97,4.6,5009,150,Oily,Unisex,Jar,Vitamin C,TRUE,UK
Super BB Cream,Hourglass,Powder,Weekly,59.66,1.2,2392,150,Normal,Female,Spray,Hyaluronic Acid,TRUE,France
Perfect Concealer,Kiehls,Moisturizer,Weekly,115.8,3.9,8660,30,Oily,Male,Stick,Salicylic Acid,TRUE,UK
Magic Face Mask,Sisley,Primer,Weekly,111.22,3,6212,200,Oily,Unisex,Bottle,Aloe Vera,TRUE,USA
Divine Foundation,Too Faced,Moisturizer,Occasional,65.07,1.2,5367,250,Normal,Female,Tube,Vitamin C,FALSE,USA
Perfect Face Oil,Natasha Denona,Concealer,Monthly,46.93,4.1,1620,30,Combination,Unisex,Spray,Shea Butter,FALSE,Japan
Divine Lipstick,Ilia Beauty,Makeup Remover,Occasional,39.1,4.3,2971,250,Dry,Unisex,Stick,Glycerin,FALSE,France
Ultra Face Oil,Kiehls,Face Oil,Daily,90.71,3.6,5626,50,Oily,Male,Spray,Hyaluronic Acid,TRUE,Australia
Perfect Lip Gloss,Sisley,Concealer,Daily,140.68,3.4,7633,150,Dry,Male,Spray,Salicylic Acid,TRUE,Australia
Super Bronzer,Too Faced,Lip Gloss,Monthly,140.89,1.9,1990,50,Oily,Female,Bottle,Retinol,TRUE,Japan
Ultra Makeup Remover,Make Up For Ever,Powder,Occasional,121.25,1.1,1788,100,Sensitive,Female,Spray,Shea Butter,FALSE,Germany
Divine Face Mask,Charlotte Tilbury,Foundation,Weekly,149.25,4.9,1868,100,Normal,Female,Bottle,Salicylic Acid,FALSE,Germany
Perfect Contour,Natasha Denona,Blush,Occasional,88.77,1.5,9736,150,Oily,Male,Spray,Glycerin,FALSE,Australia
Magic Cleanser,Yves Saint Laurent,Blush,Monthly,121.83,3.8,1292,100,Sensitive,Unisex,Compact,Glycerin,TRUE,Germany
Divine Face Mask,Glossier,Face Oil,Daily,137.6,2.3,7433,150,Sensitive,Female,Compact,Shea Butter,FALSE,USA
Ultra Mascara,Juvias Place,Makeup Remover,Occasional,101.82,4.9,1220,150,Combination,Male,Tube,Glycerin,TRUE,France
Divine Contour,KVD Beauty,Eye Shadow,Weekly,23.95,2.3,8947,100,Oily,Male,Bottle,Salicylic Acid,TRUE,USA
Divine Foundation,Ilia Beauty,Eye Shadow,Weekly,71.85,4.9,4251,50,Combination,Male,Jar,Shea Butter,TRUE,France
Magic Setting Spray,Tarte,Eye Shadow,Monthly,26.31,2.9,4781,250,Oily,Unisex,Tube,Vitamin C,TRUE,USA
Magic Eye Shadow,Juvias Place,Face Mask,Weekly,65.74,1.9,6522,250,Oily,Unisex,Bottle,Hyaluronic Acid,TRUE,Japan
Ultra Setting Spray,RMS Beauty,Concealer,Occasional,64.58,4.1,6474,150,Oily,Female,Stick,Glycerin,FALSE,Germany
Magic Bronzer,Charlotte Tilbury,Mascara,Weekly,17.03,4.7,4384,200,Normal,Male,Compact,Vitamin C,FALSE,France
Ultra Highlighter,Fenty Beauty,Lip Gloss,Daily,91.61,1.1,4598,150,Dry,Female,Spray,Glycerin,TRUE,Germany
Perfect Concealer,Tarte,Mascara,Monthly,30.7,4.9,8412,150,Dry,Unisex,Stick,Retinol,TRUE,France
Magic Blush,Too Faced,Serum,Weekly,10.33,2.4,2375,200,Normal,Female,Tube,Salicylic Acid,FALSE,France
Super Powder,Bobby Brown,CC Cream,Weekly,109.66,4.5,7866,250,Dry,Male,Bottle,Shea Butter,TRUE,UK
Super Primer,Tarte,Lipstick,Weekly,89.04,4.1,2938,150,Dry,Unisex,Compact,Glycerin,TRUE,UK
Ultra Cleanser,Bite Beauty,Highlighter,Occasional,121.18,4.6,5775,250,Combination,Unisex,Tube,Salicylic Acid,TRUE,Germany
Divine Lip Liner,Becca,Highlighter,Monthly,105.82,3.3,835,150,Dry,Unisex,Bottle,Shea Butter,TRUE,South Korea
Ultra Lipstick,NARS,Lip Gloss,Monthly,146.03,3.5,5587,250,Combination,Unisex,Compact,Retinol,TRUE,France
Magic Serum,KVD Beauty,Concealer,Monthly,118.87,2.8,4190,100,Dry,Unisex,Spray,Hyaluronic Acid,TRUE,Australia
Super Setting Spray,Shiseido,Concealer,Weekly,127.77,2,3180,30,Combination,Male,Bottle,Glycerin,FALSE,Australia
Magic Concealer,Laura Mercier,Mascara,Occasional,31.97,3.9,3126,250,Normal,Male,Jar,Aloe Vera,TRUE,Japan
Divine Lipstick,Urban Decay,Cleanser,Daily,58.82,3.2,6565,50,Sensitive,Unisex,Jar,Salicylic Acid,FALSE,Australia
Divine Setting Spray,RMS Beauty,Lipstick,Weekly,110.62,3.8,6156,200,Oily,Unisex,Tube,Shea Butter,TRUE,France
Super Lip Gloss,Juvias Place,Eye Shadow,Daily,70,3.3,1685,50,Oily,Unisex,Jar,Vitamin C,FALSE,France
Divine Makeup Remover,Make Up For Ever,Powder,Weekly,92.77,1.9,4800,150,Oily,Unisex,Compact,Hyaluronic Acid,TRUE,France
Perfect Foundation,Kylie Cosmetics,Face Oil,Daily,125.2,2.6,4475,30,Dry,Female,Jar,Hyaluronic Acid,FALSE,France
Divine Eye Shadow,Natasha Denona,Serum,Daily,55.93,4.5,3955,100,Sensitive,Male,Spray,Glycerin,FALSE,USA
Divine Highlighter,Fenty Beauty,Bronzer,Monthly,100.34,1.6,2690,100,Oily,Female,Bottle,Salicylic Acid,FALSE,USA
Perfect Primer,Charlotte Tilbury,Eyeliner,Occasional,41.07,1.8,6766,150,Combination,Male,Jar,Vitamin C,TRUE,USA
Magic Makeup Remover,Elf,Mascara,Daily,133.57,2.3,6836,30,Sensitive,Unisex,Spray,Salicylic Acid,FALSE,France
Magic Foundation,NARS,Concealer,Weekly,115.64,2.2,3172,250,Sensitive,Female,Compact,Glycerin,TRUE,UK
Ultra Contour,Shiseido,Eyeliner,Daily,82.08,4.4,9900,100,Oily,Unisex,Bottle,Aloe Vera,TRUE,USA
Super Primer,Anastasia Beverly Hills,Powder,Occasional,122.92,4.2,8672,150,Dry,Female,Spray,Retinol,TRUE,Australia
Perfect Moisturizer,ColourPop,Cleanser,Monthly,50.16,2.9,8411,100,Combination,Unisex,Jar,Aloe Vera,FALSE,Australia
Magic Powder,Perricone MD,Concealer,Daily,136.89,4.9,3405,50,Dry,Unisex,Stick,Salicylic Acid,TRUE,Australia
Ultra Setting Spray,ColourPop,Powder,Daily,11.77,1.1,4364,200,Oily,Unisex,Jar,Salicylic Acid,TRUE,France
Divine Eyeliner,Patrick Ta,Mascara,Monthly,99.27,2.8,6671,30,Dry,Unisex,Bottle,Hyaluronic Acid,FALSE,Germany
Magic Powder,KVD Beauty,Setting Spray,Weekly,59.6,2.6,9000,50,Normal,Male,Bottle,Retinol,FALSE,Japan
Divine Eyeliner,Natasha Denona,Eye Shadow,Daily,46.16,1.8,9349,30,Sensitive,Unisex,Spray,Aloe Vera,FALSE,Germany
Divine Face Mask,Shiseido,Blush,Monthly,78.68,2.1,4885,50,Dry,Male,Stick,Retinol,FALSE,Japan
Perfect Primer,Glossier,BB Cream,Occasional,122.51,2,5435,150,Oily,Unisex,Jar,Shea Butter,FALSE,UK
Perfect Makeup Remover,Morphe,Foundation,Daily,133.44,1.4,7995,100,Dry,Male,Bottle,Aloe Vera,FALSE,Australia
Divine Eye Shadow,Ilia Beauty,Blush,Weekly,145.68,3,209,50,Combination,Unisex,Stick,Shea Butter,FALSE,UK
Ultra Cleanser,KVD Beauty,Bronzer,Weekly,16.1,4.7,6016,50,Normal,Female,Compact,Retinol,FALSE,Germany
Divine Cleanser,Farsali,Setting Spray,Weekly,86.55,4.6,6699,50,Sensitive,Unisex,Bottle,Aloe Vera,FALSE,Australia
Divine Mascara,Juvias Place,Eye Shadow,Weekly,56.42,4.9,4599,200,Sensitive,Female,Bottle,Hyaluronic Acid,FALSE,France
Super Cleanser,Laura Mercier,Eye Shadow,Occasional,82.7,2.7,2817,150,Normal,Unisex,Bottle,Glycerin,TRUE,Italy
Ultra CC Cream,Farsali,Makeup Remover,Daily,105.57,3.1,8729,100,Combination,Female,Tube,Hyaluronic Acid,FALSE,France
Super Highlighter,Make Up For Ever,Face Oil,Weekly,92.69,1.2,1232,50,Sensitive,Male,Compact,Retinol,TRUE,Italy
Perfect Contour,Laura Mercier,Primer,Monthly,103.15,3.1,4106,250,Normal,Unisex,Compact,Retinol,TRUE,Germany
Ultra Eye Shadow,Urban Decay,Serum,Monthly,89.15,2.7,9276,250,Oily,Female,Tube,Hyaluronic Acid,FALSE,Australia
Divine Setting Spray,Tatcha,Concealer,Weekly,33.69,2.2,74,100,Normal,Female,Spray,Vitamin C,FALSE,South Korea
Ultra Contour,Drunk Elephant,Concealer,Daily,121.45,2.3,9262,250,Dry,Unisex,Jar,Aloe Vera,TRUE,Australia
Super Lip Gloss,Shiseido,Makeup Remover,Monthly,18.76,2.4,2838,100,Normal,Male,Compact,Glycerin,TRUE,Japan
Super Lip Liner,Kiehls,Bronzer,Occasional,36.49,2.2,3268,200,Oily,Male,Spray,Salicylic Acid,TRUE,South Korea
Super Highlighter,Make Up For Ever,Lipstick,Weekly,45.22,2.8,1243,150,Sensitive,Female,Bottle,Hyaluronic Acid,FALSE,Italy
Ultra Mascara,Juvias Place,Moisturizer,Daily,22.91,2.3,6546,200,Normal,Unisex,Jar,Salicylic Acid,TRUE,Italy
Ultra Lip Gloss,Huda Beauty,Moisturizer,Occasional,127.91,3.4,9405,50,Dry,Unisex,Bottle,Salicylic Acid,TRUE,South Korea
Divine CC Cream,Rare Beauty,Makeup Remover,Occasional,38.39,4,3796,200,Combination,Female,Spray,Shea Butter,FALSE,Germany
Perfect Face Mask,Anastasia Beverly Hills,Bronzer,Occasional,89.18,1.3,8847,100,Sensitive,Male,Jar,Glycerin,FALSE,USA
Perfect Serum,Huda Beauty,Makeup Remover,Daily,77.2,3.5,5938,250,Dry,Male,Compact,Aloe Vera,FALSE,South Korea
Super Setting Spray,Becca,Mascara,Daily,72.31,3.4,9977,150,Sensitive,Female,Compact,Hyaluronic Acid,FALSE,UK
Ultra Face Oil,RMS Beauty,Blush,Daily,134.11,1.4,1376,150,Combination,Female,Tube,Retinol,TRUE,South Korea
